,X,Y,Z
24636,4360862,3108325,1
24637,3511550,3108325,1
24638,1762125,4529137,17
24639,1762125,5078412,17
24640,2411413,4529137,17
24641,2411413,5078412,17
24642,1112837,4529137,17
24643,1112837,5078412,17
24644,4127500,3746500,24
24645,5683250,5386387,1
24646,4776787,4724400,1
24647,3173413,5310187,1
24648,4843462,5386387,1
24649,5683250,4724400,1
24650,5683250,4062412,1
24651,3173413,4648200,1
24652,3173413,4062412,1
24653,4745037,4062412,1
24654,3194050,5883275,1
24655,3419475,5881687,1
24656,5313362,3916362,9
24657,5102225,4332287,17
24658,5186362,4600575,9
24659,4991100,5008562,17
24660,5435600,5230812,9
24661,5240337,5688012,17
24662,5111750,5895975,17
24663,8710727,240787,13
24664,269,1,1
24665,2494778,1186489,1
24666,4619625,2109558,9
24667,4619625,3357333,9
24668,3175000,1969858,24
24669,3311525,2080983,9
24670,3209925,2165120,9
24671,2752725,1709508,1
24672,3802062,5849708,1
24673,2654300,4387620,1
24674,2654300,2615970,1
24675,5435600,5849708,1
24676,5473700,1709508,1
24677,3840162,1709508,1
24678,2654300,2042883,1
24679,3952875,1958745,1
24680,5586412,1953983,1
24681,2494778,1186489,1
24682,2591199,1315251,1
24683,174945,237215,1
24684,174945,868157,17
24685,174943,27536,1
24686,8710727,240787,13
24687,174945,6317901,17
24688,8545513,6435725,1
24689,119062,230188,1
24690,4489450,554037,1
24691,4491037,557212,1
24692,4564062,622300,1
24693,100011,554037,1
24694,100011,557212,1
24695,174625,622300,1
24696,4489450,3368675,1
24697,4491037,3371850,1
24698,4564062,3436937,1
24699,100011,3368675,1
24700,100011,3371850,1
24701,174625,3436937,1
24702,174625,874712,25
24703,4564062,874712,25
24704,4564062,3651250,25
24705,2819400,3650476,1
24706,2819400,3962400,9
24707,2819400,4019550,1
24708,7643813,376238,1
24709,7643813,190501,1
24710,7456488,163512,1
24711,7530307,163512,5
24712,7459663,347663,1
24713,7459663,347663,1
24714,4022725,584200,1
24715,4022725,584200,5
24716,4022725,3398837,1
24717,4022725,3398837,1
24718,1117600,3651250,1
24719,1117600,3962400,9
24720,1117600,4019550,1
24721,2514600,3771900,1
24722,2514600,3771900,1
24723,174625,3962400,9
24724,174625,4019550,1
24725,174625,3647301,1
24726,812800,3771900,1
24727,812800,3771900,1
24728,8470900,584200,1
24729,8470900,584200,1
24730,8470900,3398837,1
24731,8470900,3398837,1
24732,8261350,163512,13
24733,119062,6450012,1
24734,269,1,1
24735,174945,237215,1
24736,174945,6599818,1
24737,1841500,1155700,24
24738,8435975,1916113,1
24739,8426450,1601787,1
24740,8426450,1287462,1
24741,5162550,2230438,1
24742,8426450,1049337,1
24743,920750,6011862,1
24744,8426450,6011862,1
24745,6124575,6011862,1
24746,6567488,6011862,1
24747,8426450,5696913,1
24748,8426450,5383212,1
24749,6986588,5383212,1
24750,8426450,5068887,1
24751,8426450,4754562,1
24752,8426450,4440237,1
24753,7653759,4440237,1
24754,8426450,4125912,1
24755,8086725,4125912,1
24756,8426450,3811587,1
24757,6463246,3811587,1
24758,8426450,3492500,1
24759,7996238,3492500,1
24760,8426450,3173413,1
24761,3995737,3173413,1
24762,8426450,2859121,1
24763,7410450,2859121,1
24764,8426450,2544763,1
24765,8426450,2230438,1
24766,6437136,886408,1
24767,6437136,657490,1
24768,7316788,657490,1
24769,8137525,657490,1
24770,7316788,886408,1
24771,8137525,886408,1
24772,8366125,884820,1
24773,7545388,884820,1
24774,8366125,656220,1
24775,7545388,656220,1
24776,6665913,884820,1
24777,6665913,656220,1
24778,570419,5343838,13
24779,570419,1240726,13
24780,570419,3764555,13
24781,588382,3134354,13
24782,570419,1870928,13
24783,570419,2186783,13
24784,570419,2502641,13
24785,570419,2818496,13
24786,570419,4080412,13
24787,570419,4396268,13
24788,570419,4712125,13
24789,570419,5659694,13
24790,570419,3450209,13
24791,570419,1555070,13
24792,570419,5038561,13
24793,174945,926226,17
24794,174943,27536,1
24795,8452015,73171,13
24796,196520,1028581,17
24797,1331500,676320,1
24798,1429254,991704,9
24799,1429254,751586,17
24800,174945,237215,1
24801,1429254,1006808,25
24802,8611668,158751,13
24803,0,0,1
24804,119062,230188,1
24805,119062,6434980,1
24806,119062,26988,1
24807,4168588,919162,1
24808,4168588,919162,17
24809,4481512,5529262,1
24810,4481512,5272087,1
24811,4481512,4938712,1
24812,4481512,4757737,1
24813,4481510,4495800,1
24814,4481512,4157662,1
24815,4481512,3976687,1
24816,4481512,3719512,1
24817,4481512,3462337,1
24818,4481512,1652588,1
24819,4481512,1395412,1
24820,4481512,3205163,1
24821,4481512,2947988,1
24822,4481512,2690813,1
24823,4481512,2428875,1
24824,4481512,2166938,1
24825,4481512,1909763,1
24826,5392165,5800209,17
24827,204788,919162,1
24828,204788,919162,17
24829,960989,4476750,1
24830,3267075,3873500,1
24831,2552700,3873500,1
24832,1838325,3873500,1
24833,1123950,3873500,1
24834,409575,3873500,1
24835,1746794,4243387,1
24836,280811,1312048,1
24837,-334535,1575474,24
24838,5254116,2601678,13
24839,8545513,6435725,1
24840,0,0,1
24841,100011,4464050,1
24842,100011,2889250,1
24843,3030538,4464050,1
24844,3030538,2889250,1
24845,5929312,4464050,1
24846,5929312,2889250,1
24847,134937,3409950,24
24848,735012,4156075,1
24849,282575,4156075,1
24850,3081338,3892550,24
24851,3681412,4152900,1
24852,3689350,3789362,1
24853,3228975,4152900,1
24854,3236913,3836987,1
24855,5953125,3627437,24
24856,6553200,4154487,1
24857,6100762,4154487,1
24858,5287962,3695700,24
24859,5030787,3589337,1
24860,4854575,3881437,1
24861,4854575,3709987,1
24862,5378450,4156075,1
24863,5457825,3589337,1
24864,5429250,3711575,1
24865,8191500,3695700,24
24866,8218488,3943350,9
24867,7924800,3592512,1
24868,7748588,3881437,1
24869,7748588,3709987,1
24870,8262938,4173537,1
24871,8342313,3592512,1
24872,8313738,3949700,1
24873,8313738,3792537,1
24874,2328863,3695700,24
24875,2355850,3943350,9
24876,2062163,3592512,1
24877,1885950,3881437,1
24878,1885950,3709987,1
24879,2390775,4197350,1
24880,2470150,3592512,1
24881,2441575,3973512,1
24882,2441575,3816350,1
24883,4694237,554037,1
24884,100011,554037,1
24885,100011,1778000,1
24886,100011,1778000,1
24887,174625,1804989,1
24888,174625,1978025,25
24889,174625,877887,25
24890,100011,557212,1
24891,4694237,557212,1
24892,119062,230188,1
24893,3395662,831850,24
24894,3214688,1527175,1
24895,3446462,1182687,1
24896,4214812,1163637,1
24897,3932237,1169987,1
24898,7643813,376238,1
24899,7643813,190501,1
24900,7456488,163512,1
24901,7530307,163512,5
24902,7459663,347663,1
24903,7459663,347663,1
24904,4765675,689689,1
24905,2862263,566578,1
24906,174625,689689,1
24907,100011,2876550,1
24908,174625,2903538,1
24909,3030538,2876550,1
24910,3065463,2903538,1
24911,5686425,2889250,1
24912,5761037,2889250,5
24913,5929312,2876550,1
24914,8545513,2889250,1
24915,8620125,2889250,5
24916,4318000,3760787,1
24917,7218363,3760787,1
24918,1401762,3760787,1
24919,1368425,3221038,1
24920,1362075,3373437,9
24921,1814513,3116263,1
24922,1814513,3373437,9
24923,163512,3116263,1
24924,163512,3373437,9
24925,4284662,3221038,1
24926,4278312,3373437,9
24927,4730751,3116263,1
24928,4730751,3373437,9
24929,3079750,3116263,1
24930,3079750,3373437,9
24931,7183438,3221038,1
24932,7177088,3373437,9
24933,7629525,3116263,1
24934,7629525,3373437,9
24935,5978526,3116263,1
24936,5978526,3373437,9
24937,5989637,4694237,25
24938,3130550,4694237,25
24939,3030538,4468812,1
24940,3065463,4495800,1
24941,5686425,4479925,1
24942,5761037,4479925,5
24943,174625,4694237,25
24944,100011,4468812,1
24945,174625,4495800,1
24946,2797175,4479925,1
24947,2797175,4479925,5
24948,1709738,5192712,24
24949,1406525,5391150,1
24950,2511425,5673725,1
24951,7161213,4694237,1
24952,7161213,5099050,9
24953,7519988,5192712,24
24954,7075486,5951537,1
24955,7926386,5976937,1
24956,7891463,5802312,1
24957,8216900,5854700,1
24958,8042275,5711825,1
24959,8329611,5514975,1
24960,8105775,5135562,1
24961,7666038,5437187,1
24962,7223125,5368925,1
24963,5929312,4468812,1
24964,5964237,4495800,1
24965,8545513,4479925,1
24966,8620125,4479925,5
24967,8261350,163512,13
24968,119062,6402387,1
24969,2749550,2903538,1
24970,5260975,2203450,1
24971,6219825,1135062,1
24972,6219825,1665288,1
24973,7473950,2425700,1
24974,7986713,2203450,1
24975,7473950,2203450,1
24976,5000625,2203450,1
24977,4999037,2208213,9
24978,5026025,2216150,1
24979,5594350,2616200,1
24980,7278688,1246982,1
24981,5513387,1783556,1
24982,7278688,1783557,1
24983,5283201,1246982,1
24984,6446837,2289888,1
24985,6402387,2601913,1
24986,7327900,1645363,1
24987,5654675,1522253,1
24988,5654675,1108789,1
24989,7327900,1108789,1
24990,6038850,2439988,9
24991,6038850,2563813,9
24992,8037513,866775,1
24993,7748588,928687,9
24994,6699250,928687,9
24995,6988175,868362,1
24996,1252537,4694237,1
24997,1252537,5099050,9
24998,269,1,1
24999,4350904,1344612,1
25000,147667,1344612,1
25001,147667,3839636,1
25002,4350904,3839636,1
25003,4350904,1344612,1
25004,147667,3839636,1
25005,4350904,3839636,1
25006,4422173,1882134,1
25007,4422173,4198942,1
25008,6984610,4198942,1
25009,212456,4198942,1
25010,147667,1344612,1
25011,212456,1885013,1
25012,174945,237215,1
25013,4394200,1955800,24
25014,7993063,3495675,1
25015,7083425,3495675,1
25016,6272212,3495675,1
25017,5338762,3495675,1
25018,4668837,3495675,1
25019,4660900,4851400,24
25020,4991100,4591050,9
25021,5035550,4622800,1
25022,5962650,5972175,1
25023,5414962,5984878,1
25024,4800600,5972175,1
25025,2876550,5210175,9
25026,2876550,4552950,9
25027,2009775,5448300,9
25028,2009775,4629150,9
25029,1193799,4508500,24
25030,1274762,5545137,9
25031,366713,5346700,1
25032,366713,4700587,1
25033,3248025,5972175,1
25034,3279775,4329112,1
25035,2376488,5972175,1
25036,2408238,4405312,1
25037,1504950,5972175,1
25038,1536700,4510087,1
25039,174945,6529237,1
25040,3286125,2752725,9
25041,3286125,2476500,9
25042,3286125,2190750,9
25043,2609850,2771775,9
25044,2609850,2495550,9
25045,2609850,2190750,9
25046,1924050,2800350,9
25047,1924050,2505075,9
25048,1924050,2190750,9
25049,1270000,2108200,24
25050,1184275,2190750,9
25051,711200,2092325,1
25052,257175,2973388,1
25053,257175,2563813,1
25054,257175,2290763,1
25055,3529012,3495675,1
25056,2852738,3495675,1
25057,2171700,3495675,1
25058,1490662,3495675,1
25059,6794500,4851400,24
25060,7081838,4710112,9
25061,7207250,4775200,1
25062,8215313,5972175,1
25063,7777163,5972175,1
25064,7340599,5972175,1
25065,6891338,5972175,1
25066,174943,27536,1
25067,8710727,240787,13
25068,119062,535001,1
25069,119062,230188,1
25070,292386,687905,1
25071,3076876,3058375,1
25072,381248,1410595,25
25073,3110839,3748194,25
25074,190234,560690,17
25075,3018527,687905,1
25076,3110839,1410595,25
25077,2908800,560690,17
25078,3057826,1410595,5
25079,409690,5363602,25
25080,3110839,5411689,25
25081,2864197,2931160,17
25082,8545513,6435725,1
25083,2768600,963612,1
25084,2768599,2034956,1
25085,223838,230189,1
25086,117476,6435725,1
25087,3163888,2024063,9
25088,3163888,3048000,9
25089,3163888,4071937,9
25090,3163888,5095875,9
25091,2914492,1073858,1
25092,2914492,2108842,1
25093,2914492,3128231,1
25094,2914492,4220181,1
25095,2914492,5385406,1
25096,3163888,2081215,25
25097,3163888,3157538,25
25098,3163888,4219575,25
25099,3163888,5397501,25
25100,922337,1009234,1
25101,922337,2049263,1
25102,922337,3083320,1
25103,922337,4117378,1
25104,922337,5151439,1
25105,1957390,1482727,1
25106,1957390,1876425,1
25107,1985965,1635126,1
25108,1966913,1608137,1
25109,1966913,1846263,1
25110,2427290,1635126,1
25111,2408238,1608137,1
25112,2408238,1846263,1
25113,2208213,1635126,1
25114,2189163,1608137,1
25115,2189163,1846263,1
25116,1957390,2500313,1
25117,1957390,2894015,1
25118,1985965,2652713,1
25119,1966913,2625726,1
25120,1966913,2863851,1
25121,2427290,2652713,1
25122,2408238,2625726,1
25123,2408238,2863851,1
25124,2208213,2652713,1
25125,2189163,2625726,1
25126,2189163,2863851,1
25127,1957390,3519487,1
25128,1957390,3913189,1
25129,1985965,3671887,1
25130,1966913,3644901,1
25131,1966913,3883026,1
25132,2427290,3671887,1
25133,2408238,3644901,1
25134,2408238,3883026,1
25135,2208213,3671887,1
25136,2189163,3644901,1
25137,2189163,3883026,1
25138,1957390,4538664,1
25139,1957390,4932364,1
25140,1985965,4691062,1
25141,1966913,4664076,1
25142,1966913,4902201,1
25143,2427290,4691062,1
25144,2408238,4664076,1
25145,2408238,4902201,1
25146,2208213,4691062,1
25147,2189163,4664076,1
25148,2189163,4902201,1
25149,1957390,5557839,1
25150,1957390,5951539,1
25151,1985965,5710237,1
25152,1966913,5683251,1
25153,1966913,5921376,1
25154,2427290,5710237,1
25155,2408238,5683251,1
25156,2408238,5921376,1
25157,2208213,5710237,1
25158,2189163,5683251,1
25159,2189163,5921376,1
25160,3163888,1073150,25
25161,269,1,1
25162,4632764,1122362,1
25163,174945,1122362,1
25164,4632764,1122362,17
25165,174945,1122362,17
25166,5526473,402339,17
25167,174945,237215,1
25168,174945,6442583,1
25169,174943,27536,1
25170,8455025,2252663,1
25171,6553200,2252663,1
25172,4895850,3651250,1
25173,8455025,5233987,1
25174,4895850,2160588,1
25175,6086475,5233987,1
25176,4895850,5141912,1
25177,8455025,3743325,1
25178,6581775,3743325,1
25179,7305675,5999162,17
25180,7678322,1804988,9
25181,7485763,2533650,17
25182,4728054,1555750,17
25183,7407747,3287712,9
25184,7215188,4016376,17
25185,7686960,4770437,9
25186,7494400,5499101,17
25187,6882979,76123,1
25188,6882979,76123,1
25189,6882979,288489,1
25190,196850,1487487,17
25191,1514475,2286000,9
25192,3257550,3838575,9
25193,3257550,4686300,9
25194,3257550,2390775,9
25195,1514475,2409825,9
25196,2390775,2266950,9
25197,2390775,2371725,9
25198,1514475,2266950,9
25199,2390775,4552950,9
25200,1514475,2324100,9
25201,3257550,2266950,9
25202,2390775,3686175,9
25203,1514475,2266950,9
25204,3257550,2886075,9
25205,2390775,2790825,9
25206,800100,2366963,9
25207,993775,2058988,9
25208,944562,1785938,9
25209,800100,2033588,9
25210,800100,2276475,9
25211,641350,2266950,9
25212,669925,2033588,9
25213,800100,2305050,9
25214,944562,1785938,9
25215,1042987,2241550,9
25216,2781300,2762250,1
25217,1909763,3148013,1
25218,285750,3986212,1
25219,285750,2825750,1
25220,3690937,2238375,1
25221,3648075,3271837,1
25222,3648075,4171950,1
25223,1909763,5057775,1
25224,1909763,4029075,1
25225,203200,2176463,1
25226,1901825,5883275,1
25227,2781300,3681412,1
25228,3640137,5883275,1
25229,285750,2359025,1
25230,285750,2592388,1
25231,285750,1943100,1
25232,3648075,2547938,1
25233,2781300,5300662,1
25234,3648075,5124450,1
25235,2773363,5883275,1
25236,2781300,4586287,1
25237,2824163,2281238,1
25238,989012,1693863,1
25239,1038225,3986212,1
25240,1909763,2490788,1
25241,1952625,2228850,1
25242,1030287,5883275,1
25243,1081087,2276475,1
25244,989012,2058988,1
25245,989012,1876425,1
25246,8753474,240036,13
25247,8710727,240787,13
25248,7411838,342375,1
25249,7411838,342375,1
25250,7411838,554740,1
25251,174945,237215,1
25252,286731,866839,1
25253,351967,1254374,17
25254,351967,3551799,17
25255,351967,5440581,17
25256,351967,4719328,17
25257,351967,2613692,17
25258,1663423,3503629,9
25259,1663423,1200334,9
25260,1663423,971942,17
25261,1663423,5392413,9
25262,1663423,1254373,25
25263,1663423,3551799,25
25264,1663423,5440581,25
25265,1663423,4671159,9
25266,1663423,4719327,25
25267,1663423,2613692,25
25268,1663423,2565523,9
25269,269,1,1
25270,269,1,1
25271,1985963,2182813,25
25272,1985963,2597150,25
25273,1985963,3013075,25
25274,1985963,3429000,25
25275,1985963,3844925,25
25276,1985963,4260850,25
25277,381000,571782,1
25278,174945,237215,1
25279,174945,6442595,1
25280,174945,6235267,17
25281,174943,27536,1
25282,244266,1516939,1
25283,1588884,1859816,9
25284,1588884,3235949,9
25285,5387502,1585893,17
25286,5387502,3306941,25
25287,5387502,1917754,25
25288,1588884,1585893,17
25289,1588884,3306941,25
25290,1588884,1917754,25
25291,314081,3306941,1
25292,314081,1917754,1
25293,411737,2042474,17
25294,8710727,240787,13
25295,2082800,906462,1
25296,119062,230188,1
25297,7297624,16809,1
25298,7297624,16809,1
25299,7297624,229174,1
25300,173037,1239837,1
25301,301625,2735263,1
25302,2197100,968375,1
25303,5492750,966272,1
25304,2197100,1187450,9
25305,2197100,3554412,9
25306,2197100,1239837,25
25307,5492750,1239837,25
25308,5492750,3667125,25
25309,2197100,3667125,25
25310,173037,3667125,1
25311,301625,5192712,1
25312,590548,3776662,13
25313,588897,1269937,13
25314,2834059,5890435,17
25315,1511241,5090428,17
25316,119062,230188,1
25317,119062,230188,1
25318,132397,243522,1
25319,224305,593489,1
25320,224305,3208733,1
25321,224305,5057692,1
25322,83189,1430234,1
25323,94238,1441284,1
25324,83189,3777165,1
25325,94238,3788214,1
25326,83189,5458986,1
25327,94238,5470035,1
25328,386351,665655,17
25329,386351,3256219,17
25330,386351,5101769,17
25331,3136437,683237,25
25332,6920082,695934,25
25333,5041026,3256641,25
25334,1511243,3256639,25
25335,5088616,5102190,25
25336,1558834,5102192,25
25337,1244613,683239,25
25338,119062,6442674,1
25339,5028260,683237,25
25340,2721260,2629418,5
25341,2748765,2459992,5
25342,2692686,2744825,5
25343,2665179,2856435,5
25344,2637033,2973767,5
25345,6515202,2629418,5
25346,6542707,2459992,5
25347,6486628,2744825,5
25348,6459122,2856435,5
25349,6430976,2973767,5
25350,7769686,1703727,5
25351,7797193,1534299,5
25352,7741114,1819132,5
25353,7713606,1930743,5
25354,7685461,2048075,5
25355,386351,4733502,17
25356,4954771,3247002,17
25357,83189,4712589,1
25358,94238,4723638,1
25359,6966585,2331622,17
25360,6787591,157723,17
25361,7170421,171058,17
25362,3057893,620372,17
25363,4863215,2610211,5
25364,4890722,2440783,5
25365,4834642,2725616,5
25366,4807136,2837227,5
25367,4778990,2954559,5
25368,178753,834389,1
25369,0,0,1
25370,213044,237215,1
25371,174945,6593329,1
25372,2290763,1749425,9
25373,3335337,963137,1
25374,2449513,963137,1
25375,1158875,1776413,1
25376,2160709,1776413,1
25377,3411754,1779588,1
25378,5246170,1147803,1
25379,4360345,963137,1
25380,3991511,1776413,1
25381,5305130,1779588,1
25382,6365261,1147803,1
25383,6299200,1721643,24
25384,7173913,4825207,1
25385,6553200,5098257,1
25386,7173913,5098257,1
25387,7173913,2088357,1
25388,6553200,1815307,1
25389,7173913,1815307,1
25390,7173913,2362993,1
25391,6553200,2362993,1
25392,6553200,2088357,1
25393,6553200,2912268,1
25394,7173913,2912268,1
25395,6553200,2637632,1
25396,7173913,2637632,1
25397,6553200,3186907,1
25398,7173913,3186907,1
25399,6553200,3456782,1
25400,7173913,3456782,1
25401,7173913,3726657,1
25402,6553200,4275932,1
25403,7173913,4275932,1
25404,6553200,4550569,1
25405,6553200,3726657,1
25406,6553200,4001294,1
25407,7173913,4001294,1
25408,7173913,4550569,1
25409,6553200,4825207,1
25410,7805342,1332468,1
25411,260372,1815307,1
25412,260372,2665707,1
25413,260653,3638256,1
25414,8545513,6435725,1
25415,119062,230188,1
25416,7710492,285750,1
25417,7710492,285750,1
25418,7710492,498116,1
25419,119062,1220787,1
25420,1665288,1177925,9
25421,1665288,989012,1
25422,4565650,836612,1
25423,5756275,989012,1
25424,119062,4678362,1
25425,1665288,1662113,1
25426,5816600,1662113,1
25427,4618037,1662113,1
25428,1665288,2260600,1
25429,5816600,2260600,1
25430,4618037,2260600,1
25431,2325688,1436687,1
25432,2325688,2035175,1
25433,2325688,2632075,1
25434,1665288,3651250,1
25435,5816600,3651250,1
25436,4618037,3651250,1
25437,4071937,3651250,1
25438,1665288,5065712,1
25439,4618037,5065712,1
25440,5816600,5065712,1
25441,1665288,5284787,1
25442,4618037,5284787,1
25443,5816600,5284787,1
25444,5816600,1217612,1
25445,4618037,1217612,1
25446,1665288,1217612,1
25447,1665288,2922588,1
25448,4618037,2922588,1
25449,1627188,2859088,1
25450,5816600,3186113,1
25451,4618037,3186113,1
25452,1665288,3186113,1
25453,4071937,3186113,1
25454,1665288,4262437,1
25455,4557712,4262437,1
25456,1627188,4248150,1
25457,1635125,4664075,1
25458,1665288,4678362,1
25459,4618037,4678362,1
25460,1635125,4651375,9
25461,1635125,5507037,1
25462,1635125,5505450,9
25463,4618037,5522912,1
25464,1665288,5522912,1
25465,5816600,5505450,1
25466,2325688,3424237,1
25467,2325688,4022725,1
25468,1039812,3063875,1
25469,1363662,1265237,5
25470,1363662,3186113,5
25471,0,0,1
25472,119062,230188,1
25473,272054,2244725,9
25474,272054,2879725,9
25475,272054,1692275,17
25476,4150221,1692275,25
25477,4150221,2327275,25
25478,272054,2327275,17
25479,272054,3513137,9
25480,272054,4148137,9
25481,272054,4781550,9
25482,272054,2960688,17
25483,4150221,2960688,25
25484,272054,3595687,17
25485,4150221,3595687,25
25486,272054,4229100,17
25487,272054,4862512,17
25488,260281,5416550,9
25489,260281,5497512,17
25490,2676221,1798638,17
25491,2676221,2432754,17
25492,2676221,3066871,17
25493,2676221,3700988,17
25494,2676221,4335105,17
25495,2676221,4969223,17
25496,2664448,5603340,17
25497,4138448,5497512,25
25498,119062,6435725,1
25499,4150221,4229100,25
25500,4150221,4862512,25
25501,272054,1652588,1
25502,272054,1479550,1
25503,44349,994386,1
25504,7708900,4775200,24
25505,8196263,5129212,1
25506,1928206,1652589,1
25507,1928206,1325562,1
25508,4138448,1652586,1
25509,4138448,1479549,1
25510,7780338,1652580,1
25511,7780338,1325559,1
25512,78516,2446338,1
25513,78516,3079750,1
25514,78516,3713162,1
25515,78516,4348162,1
25516,78516,4981575,1
25517,78516,5616575,1
25518,78516,1811338,1
25519,269,1,1
25520,159010,606548,1
25521,159010,618200,17
25522,360363,1225550,17
25523,348273,5374578,1
25524,6800850,1346328,1
25525,6800850,1700213,9
25526,6800850,1714099,1
25527,6800850,1941640,9
25528,7735507,1714099,1
25529,7735507,1941640,9
25530,5526473,402339,17
25531,174945,237215,1
25532,1270000,2755900,24
25533,5948362,4918075,5
25534,6005512,4918075,5
25535,5948362,4918075,5
25536,4057650,3479800,9
25537,3281362,3489325,9
25538,2505075,3594100,9
25539,1728788,3860800,9
25540,5610225,3384550,9
25541,5610225,1914525,9
25542,1728788,2495550,9
25543,4833937,3470275,9
25544,3938587,5178425,1
25545,3722687,2990850,1
25546,2393950,5178425,1
25547,3722687,4202112,1
25548,3162300,5178425,1
25549,2946400,3000375,1
25550,2170113,3105150,1
25551,2170113,4249737,1
25552,1393825,4368800,1
25553,1497012,5178425,1
25554,1393825,3371850,1
25555,4714875,5178425,1
25556,5275262,2895600,1
25557,5491162,5178425,1
25558,6051550,3897312,1
25559,6051550,2559050,1
25560,6088062,5178425,1
25561,3087688,2578100,1
25562,4498975,4197350,1
25563,4498975,2981325,1
25564,5275262,4159250,1
25565,5337175,2049463,1
25566,2946400,4202112,1
25567,5689600,1535112,1
25568,5689600,1263650,1
25569,5956300,1533525,1
25570,5956300,1262062,1
25571,6962775,2997200,1
25572,6997816,4019550,1
25573,8004175,2997200,1
25574,8004175,4029075,1
25575,1403350,5503862,1
25576,2208213,5503862,1
25577,2968625,5503862,1
25578,4664075,5503862,1
25579,5511800,5503862,1
25580,3816350,5503862,1
25581,6315075,5503862,1
25582,174945,6235265,17
25583,174943,27536,1
25584,8710727,240787,13
25585,174945,6442595,1
25586,174945,237215,1
25587,174945,1382509,1
25588,174943,27536,1
25589,174945,1987350,1
25590,7100303,3520816,5
25591,7319640,4836100,5
25592,7307357,4858960,5
25593,7174000,5087553,5
25594,7560033,4990841,5
25595,7428431,4799174,5
25596,7367017,4846651,5
25597,7788144,5003148,5
25598,7753050,5040076,5
25599,7753050,5112170,5
25600,7644259,4980289,5
25601,7703919,5003148,5
25602,7654787,4955673,5
25603,7667070,4809725,5
25604,7691636,4846651,5
25605,7028360,5365381,5
25606,7042398,5245808,5
25607,7065209,5233499,5
25608,7089775,5161405,5
25609,7209094,5161405,5
25610,7245942,5147338,5
25611,6775684,5305595,5
25612,6849381,5365381,5
25613,6656364,5389998,5
25614,8509327,5087553,5
25615,6596705,5161405,5
25616,6329989,5354830,5
25617,6366838,5256360,5
25618,6428252,5377689,5
25619,6523007,5400549,5
25620,6465101,5377689,5
25621,6019408,5377689,5
25622,6065030,5268667,5
25623,5801826,5377689,5
25624,5596525,5799706,5
25625,5308755,5859491,5
25626,5271906,5884109,5
25627,5512299,5871800,5
25628,5668469,5414616,5
25629,5415791,5437475,5
25630,5294717,5414616,5
25631,5308755,5233499,5
25632,5308755,5221190,5
25633,5128021,5099861,5
25634,4729703,5099861,5
25635,4692856,5040076,5
25636,4789363,5377689,5
25637,5717599,5389998,5
25638,5596525,5389998,5
25639,5524582,5437475,5
25640,5547393,5400549,5
25641,4935003,5377689,5
25642,5091172,5147338,5
25643,5138549,5196573,5
25644,4898156,5486710,5
25645,4849024,5437475,5
25646,4777080,5618591,5
25647,5056078,4908196,5
25648,4501593,5389998,5
25649,4066428,5112170,5
25650,4175219,5173714,5
25651,4440178,5256360,5
25652,4043617,4714771,5
25653,4331387,4737630,5
25654,4452461,4749939,5
25655,4512121,4799174,5
25656,4127843,5499018,5
25657,4055900,5509569,5
25658,4187502,5389998,5
25659,4355953,5377689,5
25660,4477027,5377689,5
25661,4392802,5437475,5
25662,5452640,4871268,5
25663,5717599,4881819,5
25664,5777260,4665536,5
25665,5728127,4099330,5
25666,5728127,4918745,5
25667,5680750,4836100,5
25668,5645656,4786865,5
25669,5547393,4533655,5
25670,5559676,4449252,5
25671,5693033,4111638,5
25672,5319283,4749939,5
25673,5403508,4654986,5
25674,5475451,4618058,5
25675,5271906,3761716,5
25676,4368236,4257587,5
25677,4548970,3823260,5
25678,4692856,3255297,5
25679,4741986,3353766,5
25680,6307178,2761184,5
25681,6344027,2798111,5
25682,5993088,2820971,5
25683,5993088,3255297,5
25684,5993088,3304532,5
25685,6245764,3061872,5
25686,6245764,2808662,5
25687,6235236,2785803,5
25688,6272084,2952850,5
25689,6235236,2917682,5
25690,6019408,3002086,5
25691,4066428,2641613,5
25692,2887270,3207820,5
25693,2864459,3135725,5
25694,2706535,2880756,5
25695,2838138,3570051,5
25696,2864459,4050095,5
25697,2922364,3977999,5
25698,3585640,4895886,5
25699,3899732,5161405,5
25700,3934826,5173714,5
25701,3597923,5124479,5
25702,3934826,5365381,5
25703,3706714,5449784,5
25704,2152051,5064693,5
25705,2166088,4908196,5
25706,2971495,3918215,5
25707,4561252,3002086,5
25708,4452461,3002086,5
25709,4464744,2989777,5
25710,4524404,2894824,5
25711,4538441,2857898,5
25712,4224351,4412326,5
25713,4849024,5426924,5
25714,5452640,4871268,5
25715,5717599,4881819,5
25716,5728127,4918745,5
25717,5680750,4836100,5
25718,5645656,4786865,5
25719,5547393,4533655,5
25720,5559676,4449252,5
25721,5319283,4749939,5
25722,5403508,4654986,5
25723,5475451,4618058,5
25724,7319640,4836100,5
25725,7307357,4858960,5
25726,7560033,4990841,5
25727,7428431,4799174,5
25728,7367017,4846651,5
25729,7788144,5003148,5
25730,7753050,5112170,5
25731,7644259,4980289,5
25732,7703919,5003148,5
25733,7654787,4955673,5
25734,7667070,4809725,5
25735,7691636,4846651,5
25736,7028360,5365381,5
25737,7089775,5161405,5
25738,6775684,5305595,5
25739,8509327,5087553,5
25740,6596705,5161405,5
25741,6329989,5354830,5
